ID,Artists,Name,Weekly.Rank,Peak.Position,Chart.Weeks,BB.Week,Release.Date
3006,Billie Eilish,When The Party's Over,52,52,6,2018-12-08,"October 17, 2018"
3007,Mitchell Tenpenny,Drunk Me,53,53,16,2018-12-08,"March 26, 2018"
3008,XXXTENTACION,BAD!,54,16,3,2018-12-08,"November 9, 2018"
3009,"Shawn Mendes, Zedd",Lost In Japan,56,48,10,2018-12-08,"September 27, 2018"
3010,"XXXTENTACION, Lil Pump",Arms Around You,57,28,5,2018-12-08,"October 23, 2018"
3011,6ix9ine,MAMA,58,NA,NA,2018-12-08,"November 27, 2018"
3012,6ix9ine,KIKA,59,NA,NA,2018-12-08,"November 27, 2018"
3013,Lauren Daigle,You Say,60,44,20,2018-12-08,"July 13, 2018"
3014,6ix9ine,STOOPID,61,25,8,2018-12-08,"October 5, 2018"
3015,6ix9ine,TIC TOC,62,NA,NA,2018-12-08,"November 27, 2018"
3016,Lil Baby,Close Friends,63,28,8,2018-12-08,"October 5, 2018"
3017,"Future, Juice WRLD",Fine China,64,26,6,2018-12-08,"October 15, 2018"
3018,Dean Lewis,Be Alright,65,65,5,2018-12-08,"June 28, 2018"
3019,Trippie Redd,Topanga,66,52,5,2018-12-08,"October 22, 2018"
3020,Yella Beezy,That's On Me,67,56,18,2018-12-08,"October 31, 2017"
3021,Billie Eilish,Come Out And Play,69,NA,NA,2018-12-08,"November 20, 2018"
3022,Metro Boomin,10 Freaky Girls,70,42,4,2018-12-08,"November 2, 2018"
3023,6ix9ine,WAKA,71,NA,NA,2018-12-08,"November 27, 2018"
3024,Trippie Redd,1400 / 999 Freestyle,72,55,3,2018-12-08,"November 9, 2018"
3025,French Montana,No Stylist,73,47,10,2018-12-08,"September 20, 2018"
3026,Dierks Bentley,Burning Man,74,69,6,2018-12-08,"May 25, 2018"
3027,"Tory Lanez, Rich The Kid",Talk To Me,75,72,5,2018-12-08,"June 21, 2018"
3028,Pardison Fontaine,Backin' It Up,76,65,7,2018-12-08,"September 20, 2018"
3029,Camila Cabello,Consequences,77,77,4,2018-12-08,"January 12, 2018"
3030,Bebe Rexha,I'm A Mess,78,35,20,2018-12-08,"June 15, 2018"
3031,Chris Young,Hangin' On,79,63,13,2018-12-08,"March 5, 2018"
3032,"Tyga, Nicki Minaj",Dip,80,63,5,2018-12-08,"October 29, 2018"
3033,Dustin Lynch,Good Girl,81,81,3,2018-12-08,"May 5, 2018"
3034,The Chainsmokers,This Feeling,82,73,7,2018-12-08,"September 18, 2018"
3035,"Billie Eilish, Khalid",Lovely,83,78,7,2018-12-08,"April 19, 2018"
3036,"Anuel AA, Romeo Santos",Ella Quiere Beber,84,79,4,2018-12-08,"November 1, 2018"
3037,"Lil Baby, Gunna",Never Recover,85,15,8,2018-12-08,"October 5, 2018"
3038,6ix9ine,BEBE,86,30,5,2018-12-08,"August 31, 2018"
3039,Maren Morris,Rich,87,62,8,2018-12-08,"June 3, 2016"
3040,Thomas Rhett,Sixteen,88,87,3,2018-12-08,"September 8, 2017"
3041,Russell Dickerson,Blue Tacoma,89,52,15,2018-12-08,"March 5, 2018"
3042,Jacquees,You,90,NA,NA,2018-12-08,"March 30, 2018"
3043,Metro Boomin,Space Cadet,91,51,4,2018-12-08,"November 2, 2018"
3044,Kip Moore,Last Shot,92,90,3,2018-12-08,"September 8, 2017"
3045,Daniel Caesar,Best Part,93,75,19,2018-12-08,"August 25, 2017"
3046,Jason Aldean,Girl Like You,94,94,2,2018-12-08,"April 13, 2018"
3047,Metro Boomin,Don't Come Out The House,95,38,4,2018-12-08,"November 2, 2018"
3048,Billie Eilish,Ocean Eyes,96,96,2,2018-12-08,"November 19, 2015"
3049,"Kanye West, Lil Pump",I Love It,97,6,12,2018-12-08,"September 6, 2018"
3050,"Lil Peep, XXXTENTACION",Falling Down,98,13,11,2018-12-08,"September 19, 2018"
3051,Lil Mosey,Noticed,99,80,10,2018-12-08,"July 20, 2018"
3052,"Ellie Goulding, Diplo",Close To Me,100,98,2,2018-12-08,"October 24, 2018"
3053,Ariana Grande,"Thank U, Next",1,1,3,2018-12-01,"November 3, 2018"
3054,Travis Scott,Sicko Mode,2,2,16,2018-12-01,"August 3, 2018"
3055,"Marshmello, Bastille",Happier,3,3,14,2018-12-01,"August 17, 2018"
3056,Halsey,Without Me,4,4,7,2018-12-01,"October 4, 2018"
3057,Juice WRLD,Lucid Dreams,5,2,28,2018-12-01,"July 1, 2017"
3058,Panic! At The Disco,High Hopes,6,6,16,2018-12-01,"May 23, 2018"
3059,Sheck Wes,Mo Bamba,7,7,13,2018-12-01,"September 15, 2016"
3060,Maroon 5,Girls Like You,8,1,26,2018-12-01,"May 30, 2018"
3061,"Lil Baby, Gunna",Drip Too Hard,9,4,10,2018-12-01,"September 9, 2018"
3062,Kodak Black,ZEZE,10,2,6,2018-12-01,"October 12, 2018"
3063,Post Malone,Better Now,11,3,30,2018-12-01,"April 27, 2018"
3064,5 Seconds Of Summer,Youngblood,12,7,25,2018-12-01,"April 12, 2018"
3065,Ariana Grande,Breathin,13,13,14,2018-12-01,"August 17, 2018"
3066,"Gucci Mane, Bruno Mars, Kodak Black",Wake Up In The Sky,14,14,10,2018-12-01,"September 14, 2018"
3067,Ella Mai,Trip,15,11,16,2018-12-01,"August 3, 2018"
3068,"Post Malone, Swae Lee",Sunflower,16,9,5,2018-12-01,"October 18, 2018"
3069,"benny blanco, Halsey, Khalid",Eastside,17,17,19,2018-12-01,"July 12, 2018"
3070,Bad Bunny,MIA,18,5,6,2018-12-01,"October 11, 2018"
3071,"Khalid, Normani",Love Lies,19,9,40,2018-12-01,"February 14, 2018"
3072,Imagine Dragons,Natural,20,13,18,2018-12-01,"July 17, 2018"
3073,Cardi B,Money,21,13,5,2018-12-01,"October 23, 2018"
3074,DJ Snake,Taki Taki,22,11,8,2018-12-01,"September 28, 2018"
3075,"Lady Gaga, Bradley Cooper",Shallow,23,5,8,2018-12-01,"September 27, 2018"
3076,"Cardi B, Bad Bunny, J Balvin",I Like It,24,1,33,2018-12-01,"April 6, 2018"
3077,Drake,In My Feelings,25,1,21,2018-12-01,"June 29, 2018"
3078,Ariana Grande,God Is A Woman,26,8,19,2018-12-01,"July 13, 2018"
3079,Tyga,Taste,27,8,26,2018-12-01,"May 16, 2018"
3080,Flipp Dinero,Leave Me Alone,28,28,10,2018-12-01,"March 14, 2018"
3081,Mariah Carey,All I Want For Christmas Is You,29,9,25,2018-12-01,
3082,Bazzi,Beautiful,30,30,16,2018-12-01,"August 2, 2018"
3083,"Lil Baby, Drake",Yes Indeed,31,6,28,2018-12-01,"May 12, 2018"
3084,Drake,Nonstop,32,2,21,2018-12-01,"June 29, 2018"
3085,Dan + Shay,Speechless,33,33,11,2018-12-01,"May 18, 2018"
3086,Luke Combs,She Got The Best Of Me,34,34,15,2018-12-01,"July 1, 2014"
3087,lovelytheband,Broken,35,29,19,2018-12-01,"July 7, 2017"
3088,Dan + Shay,Tequila,36,21,37,2018-12-01,"January 10, 2018"
3089,Lil Wayne,Uproar,37,7,8,2018-12-01,"October 5, 2018"
3090,6ix9ine,FEFE,38,3,18,2018-12-01,"July 22, 2018"
3091,XXXTENTACION,BAD!,39,16,2,2018-12-01,"November 9, 2018"
3092,Kane Brown,Lose It,40,28,19,2018-12-01,"June 7, 2018"
3093,Cardi B,Ring,41,28,18,2018-12-01,"April 6, 2018"
3094,Ella Mai,Boo'd Up,42,5,34,2018-12-01,"February 24, 2017"
3095,Khalid,Better,43,34,10,2018-12-01,"September 14, 2018"
3096,Lauv,I Like Me Better,44,27,41,2018-12-01,"May 19, 2017"
3097,Post Malone,Psycho,45,1,39,2018-12-01,"February 23, 2018"
3098,XXXTENTACION,Sad!,46,1,38,2018-12-01,"March 2, 2018"
3099,Jimmie Allen,Best Shot,47,46,10,2018-12-01,"October 12, 2018"
3100,NF,Lie,48,48,17,2018-12-01,"October 6, 2017"
3101,"XXXTENTACION, Lil Pump",Arms Around You,49,28,4,2018-12-01,"October 23, 2018"
3102,Queen,Bohemian Rhapsody,50,2,44,2018-12-01,
3103,Meek Mill,Dangerous,51,51,14,2018-12-01,"July 6, 2018"
3104,Billie Eilish,When The Party's Over,52,52,5,2018-12-01,"October 17, 2018"
3105,"Shawn Mendes, Zedd",Lost In Japan,54,48,9,2018-12-01,"September 27, 2018"
3106,Mitchell Tenpenny,Drunk Me,55,54,15,2018-12-01,"March 26, 2018"
3107,Yella Beezy,That's On Me,56,56,17,2018-12-01,"October 31, 2017"
3108,Lil Baby,Close Friends,57,28,7,2018-12-01,"October 5, 2018"
3109,Lauren Daigle,You Say,58,44,19,2018-12-01,"July 13, 2018"
3110,Bebe Rexha,I'm A Mess,59,35,19,2018-12-01,"June 15, 2018"
3111,Trippie Redd,Topanga,61,52,4,2018-12-01,"October 22, 2018"
3112,Maren Morris,Rich,62,62,7,2018-12-01,"June 3, 2016"
3113,Metro Boomin,10 Freaky Girls,63,42,3,2018-12-01,"November 2, 2018"
3114,"Future, Juice WRLD",Fine China,64,26,5,2018-12-01,"October 15, 2018"
3115,Pardison Fontaine,Backin' It Up,65,65,6,2018-12-01,"September 20, 2018"
3116,French Montana,No Stylist,66,47,9,2018-12-01,"September 20, 2018"
3117,Chris Young,Hangin' On,67,63,12,2018-12-01,"March 5, 2018"
3118,Trippie Redd,1400 / 999 Freestyle,68,55,2,2018-12-01,"November 9, 2018"
3119,Dierks Bentley,Burning Man,69,69,5,2018-12-01,"May 25, 2018"
3120,"Lil Baby, Gunna",Never Recover,70,15,7,2018-12-01,"October 5, 2018"
3121,"Tyga, Nicki Minaj",Dip,71,63,4,2018-12-01,"October 29, 2018"
3122,"Tory Lanez, Rich The Kid",Talk To Me,72,72,4,2018-12-01,"June 21, 2018"
3123,The Chainsmokers,This Feeling,73,73,6,2018-12-01,"September 18, 2018"
3124,Metro Boomin,Space Cadet,74,51,3,2018-12-01,"November 2, 2018"
3125,"Kanye West, Lil Pump",I Love It,75,6,11,2018-12-01,"September 6, 2018"
3126,Dean Lewis,Be Alright,76,76,4,2018-12-01,"June 28, 2018"
3127,Russell Dickerson,Blue Tacoma,77,52,14,2018-12-01,"March 5, 2018"
3128,Metro Boomin,Don't Come Out The House,78,38,3,2018-12-01,"November 2, 2018"
3129,"Anuel AA, Romeo Santos",Ella Quiere Beber,79,79,3,2018-12-01,"November 1, 2018"
3130,"Billie Eilish, Khalid",Lovely,80,78,6,2018-12-01,"April 19, 2018"
3131,Kodak Black,Take One,81,NA,NA,2018-12-01,"November 16, 2018"
3132,Camila Cabello,Consequences,82,82,3,2018-12-01,"January 12, 2018"
3133,Daniel Caesar,Best Part,83,75,18,2018-12-01,"August 25, 2017"
3134,"Lil Peep, XXXTENTACION",Falling Down,84,13,10,2018-12-01,"September 19, 2018"
3135,6ix9ine,STOOPID,85,25,7,2018-12-01,"October 5, 2018"
3136,Thomas Rhett,Sixteen,87,87,2,2018-12-01,"September 8, 2017"
3137,Dustin Lynch,Good Girl,88,88,2,2018-12-01,"May 5, 2018"
3138,Eminem,Lucky You,89,6,12,2018-12-01,"August 31, 2018"
3139,Kip Moore,Last Shot,90,90,2,2018-12-01,"September 8, 2017"
3140,Lil Wayne,Mona Lisa,91,2,8,2018-12-01,"September 28, 2018"
3141,City Girls,Twerk,92,NA,NA,2018-12-01,"November 9, 2018"
3142,Lil Mosey,Noticed,93,80,9,2018-12-01,"July 20, 2018"
3143,"Silk City, Dua Lipa",Electricity,94,94,5,2018-12-01,"September 7, 2018"
3144,Eric Church,Desperate Man,95,68,15,2018-12-01,"July 13, 2018"
3145,Chris Stapleton,Millionaire,96,96,2,2018-12-01,"October 20, 2017"
3146,Billie Eilish,Ocean Eyes,97,NA,NA,2018-12-01,"November 19, 2015"
3147,"Ellie Goulding, Diplo",Close To Me,98,NA,NA,2018-12-01,"October 24, 2018"
3148,Jason Aldean,Girl Like You,99,NA,NA,2018-12-01,"April 13, 2018"
3149,AJR,Burn The House Down,100,NA,NA,2018-12-01,"March 23, 2018"
3150,Ariana Grande,"Thank U, Next",1,1,2,2018-11-24,"November 3, 2018"
3151,Travis Scott,Sicko Mode,2,2,15,2018-11-24,"August 3, 2018"
3152,"Marshmello, Bastille",Happier,3,3,13,2018-11-24,"August 17, 2018"
3153,Halsey,Without Me,4,4,6,2018-11-24,"October 4, 2018"
3154,Maroon 5,Girls Like You,5,1,25,2018-11-24,"May 30, 2018"
3155,Juice WRLD,Lucid Dreams,6,2,27,2018-11-24,"July 1, 2017"
3156,Sheck Wes,Mo Bamba,7,7,12,2018-11-24,"September 15, 2016"
3157,Panic! At The Disco,High Hopes,8,8,15,2018-11-24,"May 23, 2018"
3158,Kodak Black,ZEZE,9,2,5,2018-11-24,"October 12, 2018"
3159,"Lil Baby, Gunna",Drip Too Hard,10,4,9,2018-11-24,"September 9, 2018"
3160,Post Malone,Better Now,11,3,29,2018-11-24,"April 27, 2018"
3161,5 Seconds Of Summer,Youngblood,12,7,24,2018-11-24,"April 12, 2018"
3162,Imagine Dragons,Natural,13,13,17,2018-11-24,"July 17, 2018"
3163,Ariana Grande,Breathin,14,14,13,2018-11-24,"August 17, 2018"
3164,DJ Snake,Taki Taki,15,11,7,2018-11-24,"September 28, 2018"
3165,XXXTENTACION,BAD!,16,NA,NA,2018-11-24,"November 9, 2018"
3166,"Gucci Mane, Bruno Mars, Kodak Black",Wake Up In The Sky,17,14,9,2018-11-24,"September 14, 2018"
3167,Ella Mai,Trip,18,11,15,2018-11-24,"August 3, 2018"
3168,Bad Bunny,MIA,19,5,5,2018-11-24,"October 11, 2018"
3169,"Khalid, Normani",Love Lies,20,9,39,2018-11-24,"February 14, 2018"
3170,"benny blanco, Halsey, Khalid",Eastside,21,18,18,2018-11-24,"July 12, 2018"
3171,"Post Malone, Swae Lee",Sunflower,22,9,4,2018-11-24,"October 18, 2018"
3172,Ariana Grande,God Is A Woman,23,8,18,2018-11-24,"July 13, 2018"
3173,"Lady Gaga, Bradley Cooper",Shallow,24,5,7,2018-11-24,"September 27, 2018"
3174,Cardi B,Money,25,13,4,2018-11-24,"October 23, 2018"
3175,"Cardi B, Bad Bunny, J Balvin",I Like It,26,1,32,2018-11-24,"April 6, 2018"
3176,Tyga,Taste,27,8,25,2018-11-24,"May 16, 2018"
3177,Kane Brown,Lose It,28,28,18,2018-11-24,"June 7, 2018"
3178,Drake,In My Feelings,29,1,20,2018-11-24,"June 29, 2018"
3179,"Lil Baby, Drake",Yes Indeed,30,6,27,2018-11-24,"May 12, 2018"
3180,lovelytheband,Broken,31,29,18,2018-11-24,"July 7, 2017"
3181,Bazzi,Beautiful,32,31,15,2018-11-24,"August 2, 2018"
3182,Drake,Nonstop,33,2,20,2018-11-24,"June 29, 2018"
3183,Lil Wayne,Uproar,34,7,7,2018-11-24,"October 5, 2018"
3184,Luke Combs,She Got The Best Of Me,35,35,14,2018-11-24,"July 1, 2014"
3185,Dan + Shay,Tequila,36,21,36,2018-11-24,"January 10, 2018"
3186,Flipp Dinero,Leave Me Alone,37,37,9,2018-11-24,"March 14, 2018"
3187,Dan + Shay,Speechless,38,38,10,2018-11-24,"May 18, 2018"
3188,Cardi B,Ring,39,28,17,2018-11-24,"April 6, 2018"
3189,Queen,Bohemian Rhapsody,40,2,43,2018-11-24,
3190,Lauv,I Like Me Better,41,27,40,2018-11-24,"May 19, 2017"
3191,6ix9ine,FEFE,42,3,17,2018-11-24,"July 22, 2018"
3192,Ella Mai,Boo'd Up,43,5,33,2018-11-24,"February 24, 2017"
3193,XXXTENTACION,Sad!,45,1,37,2018-11-24,"March 2, 2018"
3194,Jimmie Allen,Best Shot,46,46,9,2018-11-24,"October 12, 2018"
3195,Bebe Rexha,I'm A Mess,47,35,18,2018-11-24,"June 15, 2018"
3196,Post Malone,Psycho,48,1,38,2018-11-24,"February 23, 2018"
3197,YG,Big Bank,49,16,24,2018-11-24,"May 25, 2018"
3198,NF,Lie,50,50,16,2018-11-24,"October 6, 2017"
3199,Khalid,Better,51,34,9,2018-11-24,"September 14, 2018"
3200,Trippie Redd,Topanga,52,52,3,2018-11-24,"October 22, 2018"
3201,"Shawn Mendes, Zedd",Lost In Japan,53,48,8,2018-11-24,"September 27, 2018"
3202,Mitchell Tenpenny,Drunk Me,54,54,14,2018-11-24,"March 26, 2018"
3203,Trippie Redd,1400 / 999 Freestyle,55,NA,NA,2018-11-24,"November 9, 2018"
3204,Metro Boomin,10 Freaky Girls,56,42,2,2018-11-24,"November 2, 2018"
3205,Meek Mill,Dangerous,57,57,13,2018-11-24,"July 6, 2018"
3206,Lil Baby,Close Friends,58,28,6,2018-11-24,"October 5, 2018"
3207,Billie Eilish,When The Party's Over,59,58,4,2018-11-24,"October 17, 2018"
3208,"XXXTENTACION, Lil Pump",Arms Around You,60,28,3,2018-11-24,"October 23, 2018"
3209,Yella Beezy,That's On Me,61,57,16,2018-11-24,"October 31, 2017"
3210,Metro Boomin,Don't Come Out The House,63,38,2,2018-11-24,"November 2, 2018"
3211,Lauren Daigle,You Say,64,44,18,2018-11-24,"July 13, 2018"
3212,"Future, Juice WRLD",Fine China,65,26,4,2018-11-24,"October 15, 2018"
3213,Metro Boomin,Space Cadet,66,51,2,2018-11-24,"November 2, 2018"
3214,Chris Young,Hangin' On,67,63,11,2018-11-24,"March 5, 2018"
3215,Maren Morris,Rich,68,68,6,2018-11-24,"June 3, 2016"
3216,French Montana,No Stylist,69,47,8,2018-11-24,"September 20, 2018"
3217,"Lil Baby, Gunna",Never Recover,70,15,6,2018-11-24,"October 5, 2018"
3218,"Kanye West, Lil Pump",I Love It,71,6,10,2018-11-24,"September 6, 2018"
3219,"Lil Peep, XXXTENTACION",Falling Down,72,13,9,2018-11-24,"September 19, 2018"
3220,Trippie Redd,Love Scars 3,73,NA,NA,2018-11-24,"November 9, 2018"
3221,Pardison Fontaine,Backin' It Up,74,74,5,2018-11-24,"September 20, 2018"
3222,Dierks Bentley,Burning Man,75,75,4,2018-11-24,"May 25, 2018"
3223,Russell Dickerson,Blue Tacoma,76,52,13,2018-11-24,"March 5, 2018"
3224,The Chainsmokers,This Feeling,77,74,5,2018-11-24,"September 18, 2018"
3225,"Tyga, Nicki Minaj",Dip,78,63,3,2018-11-24,"October 29, 2018"
3226,Imagine Dragons,Bad Liar,79,NA,NA,2018-11-24,"November 6, 2018"
3227,"Tory Lanez, Rich The Kid",Talk To Me,80,76,3,2018-11-24,"June 21, 2018"
3228,Dean Lewis,Be Alright,81,81,3,2018-11-24,"June 28, 2018"
3229,Camila Cabello,Consequences,83,83,2,2018-11-24,"January 12, 2018"
3230,Daniel Caesar,Best Part,84,75,17,2018-11-24,"August 25, 2017"
3231,Lady Gaga,Always Remember Us This Way,85,41,6,2018-11-24,"October 5, 2018"
3232,"Anuel AA, Romeo Santos",Ella Quiere Beber,86,86,2,2018-11-24,"November 1, 2018"
3233,Lil Wayne,Mona Lisa,87,2,7,2018-11-24,"September 28, 2018"
3234,6ix9ine,STOOPID,88,25,6,2018-11-24,"October 5, 2018"
3235,Trippie Redd,Negative Energy,89,NA,NA,2018-11-24,"November 9, 2018"
3236,Lil Mosey,Noticed,90,80,8,2018-11-24,"July 20, 2018"
3237,Thomas Rhett,Sixteen,91,NA,NA,2018-11-24,"September 8, 2017"
3238,Eminem,Lucky You,92,6,11,2018-11-24,"August 31, 2018"
3239,Dustin Lynch,Good Girl,93,NA,NA,2018-11-24,"May 5, 2018"
3240,Eric Church,Desperate Man,94,68,14,2018-11-24,"July 13, 2018"
3241,Kip Moore,Last Shot,95,NA,NA,2018-11-24,"September 8, 2017"
3242,Chris Stapleton,Millionaire,96,NA,NA,2018-11-24,"October 20, 2017"
3243,Lady Gaga,I'll Never Love Again,97,36,6,2018-11-24,"October 5, 2018"
3244,Trippie Redd,Toxic Waste,98,NA,NA,2018-11-24,"November 9, 2018"
3245,Bryce Vine,Drew Barrymore,99,46,14,2018-11-24,"September 8, 2017"
3246,"Tiesto, Dzeko",Jackie Chan,100,52,19,2018-11-24,"May 18, 2018"
3247,Ariana Grande,"Thank U, Next",1,1,1,2018-11-17,"November 3, 2018"
3248,Maroon 5,Girls Like You,2,1,24,2018-11-17,"May 30, 2018"
3249,Travis Scott,Sicko Mode,3,2,14,2018-11-17,"August 3, 2018"
3250,"Marshmello, Bastille",Happier,4,3,12,2018-11-17,"August 17, 2018"
3251,Juice WRLD,Lucid Dreams,5,2,26,2018-11-17,"July 1, 2017"
3252,Halsey,Without Me,6,6,5,2018-11-17,"October 4, 2018"
3253,Post Malone,Better Now,7,3,28,2018-11-17,"April 27, 2018"
3254,Kodak Black,ZEZE,8,2,4,2018-11-17,"October 12, 2018"
3255,Sheck Wes,Mo Bamba,9,9,11,2018-11-17,"September 15, 2016"
3256,"Lil Baby, Gunna",Drip Too Hard,10,4,8,2018-11-17,"September 9, 2018"
3257,5 Seconds Of Summer,Youngblood,11,7,23,2018-11-17,"April 12, 2018"
3258,Panic! At The Disco,High Hopes,12,11,14,2018-11-17,"May 23, 2018"
3259,"Khalid, Normani",Love Lies,13,9,38,2018-11-17,"February 14, 2018"
3260,"Gucci Mane, Bruno Mars, Kodak Black",Wake Up In The Sky,14,14,8,2018-11-17,"September 14, 2018"
3261,Imagine Dragons,Natural,15,13,16,2018-11-17,"July 17, 2018"
3262,DJ Snake,Taki Taki,16,11,6,2018-11-17,"September 28, 2018"
3263,Ella Mai,Trip,17,11,14,2018-11-17,"August 3, 2018"
3264,"benny blanco, Halsey, Khalid",Eastside,18,18,17,2018-11-17,"July 12, 2018"
3265,Bad Bunny,MIA,19,5,4,2018-11-17,"October 11, 2018"
3266,Ariana Grande,God Is A Woman,20,8,17,2018-11-17,"July 13, 2018"
3267,Ariana Grande,Breathin,21,21,12,2018-11-17,"August 17, 2018"
3268,"Lady Gaga, Bradley Cooper",Shallow,22,5,6,2018-11-17,"September 27, 2018"
3269,"Post Malone, Swae Lee",Sunflower,23,9,3,2018-11-17,"October 18, 2018"
3270,Cardi B,Money,24,13,3,2018-11-17,"October 23, 2018"
3271,"Cardi B, Bad Bunny, J Balvin",I Like It,25,1,31,2018-11-17,"April 6, 2018"
3272,Tyga,Taste,26,8,24,2018-11-17,"May 16, 2018"
3273,Drake,In My Feelings,27,1,19,2018-11-17,"June 29, 2018"
3274,Drake,Nonstop,28,2,19,2018-11-17,"June 29, 2018"
3275,lovelytheband,Broken,29,29,17,2018-11-17,"July 7, 2017"
3276,"Lil Baby, Drake",Yes Indeed,30,6,26,2018-11-17,"May 12, 2018"
3277,6ix9ine,FEFE,31,3,16,2018-11-17,"July 22, 2018"
3278,Bazzi,Beautiful,32,31,14,2018-11-17,"August 2, 2018"
3279,Queen,Bohemian Rhapsody,33,2,42,2018-11-17,
3280,Lil Wayne,Uproar,34,7,6,2018-11-17,"October 5, 2018"
3281,Bebe Rexha,I'm A Mess,35,35,17,2018-11-17,"June 15, 2018"
3282,Cardi B,Ring,36,28,16,2018-11-17,"April 6, 2018"
3283,Lauv,I Like Me Better,37,27,39,2018-11-17,"May 19, 2017"
3284,Metro Boomin,Don't Come Out The House,38,NA,NA,2018-11-17,"November 2, 2018"
3285,Luke Combs,She Got The Best Of Me,39,37,13,2018-11-17,"July 1, 2014"
3286,Ella Mai,Boo'd Up,40,5,32,2018-11-17,"February 24, 2017"
3287,Flipp Dinero,Leave Me Alone,41,41,8,2018-11-17,"March 14, 2018"
3288,Metro Boomin,10 Freaky Girls,42,NA,NA,2018-11-17,"November 2, 2018"
3289,Dan + Shay,Tequila,43,21,35,2018-11-17,"January 10, 2018"
3290,YG,Big Bank,44,16,23,2018-11-17,"May 25, 2018"
3291,Dan + Shay,Speechless,45,45,9,2018-11-17,"May 18, 2018"
3292,XXXTENTACION,Sad!,46,1,36,2018-11-17,"March 2, 2018"
3293,Selena Gomez,Back To You,47,18,26,2018-11-17,"May 10, 2018"
3294,Post Malone,Psycho,48,1,37,2018-11-17,"February 23, 2018"
3295,Taylor Swift,Delicate,49,12,35,2018-11-17,"November 10, 2017"
3296,Jimmie Allen,Best Shot,50,50,8,2018-11-17,"October 12, 2018"
3297,Metro Boomin,Space Cadet,51,NA,NA,2018-11-17,"November 2, 2018"
3298,"Shawn Mendes, Zedd",Lost In Japan,52,48,7,2018-11-17,"September 27, 2018"
3299,Kane Brown,Lose It,53,53,17,2018-11-17,"June 7, 2018"
3300,NF,Lie,54,51,15,2018-11-17,"October 6, 2017"
3301,Khalid,Better,55,34,8,2018-11-17,"September 14, 2018"
3302,"XXXTENTACION, Lil Pump",Arms Around You,56,28,2,2018-11-17,"October 23, 2018"
3303,Yella Beezy,That's On Me,57,57,15,2018-11-17,"October 31, 2017"
3304,Mitchell Tenpenny,Drunk Me,58,58,13,2018-11-17,"March 26, 2018"
3305,Lil Baby,Close Friends,59,28,5,2018-11-17,"October 5, 2018"
3306,"Kanye West, Lil Pump",I Love It,60,6,9,2018-11-17,"September 6, 2018"
3307,Metro Boomin,Overdue,62,NA,NA,2018-11-17,"November 2, 2018"
3308,"Tyga, Nicki Minaj",Dip,63,63,2,2018-11-17,"October 29, 2018"
3309,"Future, Juice WRLD",Fine China,64,26,3,2018-11-17,"October 15, 2018"
3310,Chris Young,Hangin' On,65,63,10,2018-11-17,"March 5, 2018"
3311,Meek Mill,Dangerous,66,64,12,2018-11-17,"July 6, 2018"
3312,Billie Eilish,When The Party's Over,67,58,3,2018-11-17,"October 17, 2018"
3313,TakeOff,Last Memory,68,54,2,2018-11-17,"October 26, 2018"
3314,"Lil Baby, Gunna",Never Recover,69,15,5,2018-11-17,"October 5, 2018"
3315,Lauren Daigle,You Say,70,44,17,2018-11-17,"July 13, 2018"
3316,Maren Morris,Rich,71,71,5,2018-11-17,"June 3, 2016"
3317,Metro Boomin,Dreamcatcher,72,NA,NA,2018-11-17,"November 2, 2018"
3318,French Montana,No Stylist,73,47,7,2018-11-17,"September 20, 2018"
3319,Russell Dickerson,Blue Tacoma,74,52,12,2018-11-17,"March 5, 2018"
3320,Bryce Vine,Drew Barrymore,76,46,13,2018-11-17,"September 8, 2017"
3321,Pardison Fontaine,Backin' It Up,77,77,4,2018-11-17,"September 20, 2018"
3322,"Lil Peep, XXXTENTACION",Falling Down,78,13,8,2018-11-17,"September 19, 2018"
3323,Metro Boomin,No More,79,NA,NA,2018-11-17,"November 2, 2018"
3324,6ix9ine,STOOPID,80,25,5,2018-11-17,"October 5, 2018"
3325,Lady Gaga,Always Remember Us This Way,81,41,5,2018-11-17,"October 5, 2018"
3326,Lil Wayne,Mona Lisa,82,2,6,2018-11-17,"September 28, 2018"
3327,"Tory Lanez, Rich The Kid",Talk To Me,83,76,2,2018-11-17,"June 21, 2018"
3328,Daniel Caesar,Best Part,84,75,16,2018-11-17,"August 25, 2017"
3329,Lady Gaga,I'll Never Love Again,85,36,5,2018-11-17,"October 5, 2018"
3330,"Anuel AA, Romeo Santos",Ella Quiere Beber,86,NA,NA,2018-11-17,"November 1, 2018"
3331,"Tiesto, Dzeko",Jackie Chan,87,52,18,2018-11-17,"May 18, 2018"
3332,"Calvin Harris, Sam Smith",Promises,88,65,12,2018-11-17,"August 17, 2018"
3333,Dean Lewis,Be Alright,89,89,2,2018-11-17,"June 28, 2018"
3334,Trippie Redd,Topanga,90,80,2,2018-11-17,"October 22, 2018"
3335,Lil Mosey,Noticed,91,80,7,2018-11-17,"July 20, 2018"
3336,Dierks Bentley,Burning Man,92,91,3,2018-11-17,"May 25, 2018"
